Interval , start             , end               , duration            , is_silent
         , 132.232           , 134.74            , 2.5080000000000098  , False     ,
         , 134.74            , 135.701           , 0.9609999999999843  , True      ,
         , 135.701           , 136.832           , 1.1310000000000002  , False     ,
         , 136.832           , 142.401           , 5.569000000000017   , True      ,
         , 142.401           , 146.673           , 4.271999999999991   , False     ,
         , 146.673           , 147.756           , 1.0829999999999984  , True      ,
         , 147.756           , 148.941           , 1.1850000000000023  , False     ,
         , 148.941           , 149.244           , 0.30299999999999727 , True      ,
         , 149.244           , 150.914           , 1.6699999999999875  , False     ,
         , 150.914           , 152.875           , 1.9610000000000127  , True      ,
         , 152.875           , 160.293           , 7.418000000000006   , False     ,
         , 160.293           , 160.735           , 0.4420000000000073  , True      ,
         , 160.735           , 171.694           , 10.958999999999975  , False     ,
         , 171.694           , 172.884           , 1.1899999999999977  , True      ,
         , 172.884           , 175.345           , 2.4610000000000127  , False     ,
         , 175.345           , 175.92            , 0.5749999999999886  , True      ,
         , 175.92            , 177.979           , 2.059000000000026   , False     ,
         , 177.979           , 178.249           , 0.2699999999999818  , True      ,
         , 178.249           , 181.65            , 3.4010000000000105  , False     ,
         , 181.65            , 182.693           , 1.0430000000000064  , True      ,
         , 182.693           , 183.346           , 0.6529999999999916  , False     ,
         , 183.346           , 183.699           , 0.35300000000000864 , True      ,
         , 183.699           , 185.182           , 1.4829999999999757  , False     ,
         , 185.182           , 185.687           , 0.5050000000000239  , True      ,
         , 185.687           , 187.845           , 2.157999999999987   , False     ,
         , 187.845           , 188.392           , 0.546999999999997   , True      ,
         , 188.392           , 189.197           , 0.8050000000000068  , False     ,
         , 189.197           , 190.177           , 0.9799999999999898  , True      ,
         , 190.177           , 191.0             , 0.8230000000000075  , False     ,
         , 191.0             , 191.743           , 0.742999999999995   , True      ,
         , 191.743           , 193.357           , 1.6140000000000043  , False     ,
         , 193.357           , 193.665           , 0.3079999999999927  , True      ,
         , 193.665           , 195.953           , 2.288000000000011   , False     ,
         , 195.953           , 197.812           , 1.8590000000000089  , True      ,
         , 197.812           , 206.281           , 8.468999999999994   , False     ,
         , 206.281           , 207.501           , 1.2199999999999989  , True      ,
         , 207.501           , 208.326           , 0.8249999999999886  , False     ,
         , 208.326           , 209.334           , 1.0080000000000098  , True      ,
         , 209.334           , 211.801           , 2.4669999999999845  , False     ,
         , 211.801           , 212.161           , 0.36000000000001364 , True      ,
         , 212.161           , 216.362           , 4.200999999999993   , False     ,
         , 216.362           , 216.761           , 0.3990000000000009  , True      ,
         , 216.761           , 221.314           , 4.552999999999997   , False     ,
         , 221.314           , 221.703           , 0.38900000000001    , True      ,
         , 221.703           , 222.421           , 0.7179999999999893  , False     ,
         , 222.421           , 222.841           , 0.4200000000000159  , True      ,
         , 222.841           , 228.282           , 5.4410000000000025  , False     ,
         , 228.282           , 228.912           , 0.6299999999999955  , True      ,
         , 228.912           , 237.187           , 8.275000000000006   , False     ,
         , 237.187           , 237.786           , 0.5989999999999895  , True      ,
         , 237.786           , 239.836           , 2.0500000000000114  , False     ,
         , 239.836           , 240.874           , 1.0379999999999825  , True      ,
         , 240.874           , 250.269           , 9.39500000000001    , False     ,
         , 250.269           , 250.981           , 0.7119999999999891  , True      ,
         , 250.981           , 251.541           , 0.5600000000000023  , False     ,
         , 251.541           , 251.847           , 0.3060000000000116  , True      ,
         , 251.847           , 257.142           , 5.2949999999999875  , False     ,
         , 257.142           , 258.211           , 1.0690000000000168  , True      ,
         , 258.211           , 264.402           , 6.190999999999974   , False     ,
         , 264.402           , 265.072           , 0.6700000000000159  , True      ,
         , 265.072           , 265.968           , 0.896000000000015   , False     ,
         , 265.968           , 266.35            , 0.382000000000005   , True      ,
         , 266.35            , 268.308           , 1.95799999999997    , False     ,
         , 268.308           , 269.545           , 1.2370000000000232  , True      ,
         , 269.545           , 271.201           , 1.656000000000006   , False     ,
         , 271.201           , 273.207           , 2.005999999999972   , True      ,
         , 273.207           , 273.89            , 0.6829999999999927  , False     ,
         , 273.89            , 274.247           , 0.35700000000002774 , True      ,
         , 274.247           , 274.969           , 0.72199999999998    , False     ,
         , 274.969           , 276.85            , 1.8810000000000286  , True      ,
         , 276.85            , 280.733           , 3.8829999999999814  , False     ,
         , 280.733           , 281.353           , 0.6200000000000045  , True      ,
         , 281.353           , 297.948           , 16.59499999999997   , False     ,
         , 297.948           , 298.24            , 0.29200000000003    , True      ,
         , 298.24            , 300.13            , 1.8899999999999864  , False>]
