#,Segments,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,,
#,num_ytids=20371,num_segs=20371,num_unique_labels=527,num_positive_labels=51804,,,,,,,,,,,,,,
#,YTID,start_seconds,end_seconds,positive_labels,,,,,,,,,,,,,,
91,-Bu7YaslRW0,30,40,/m/025td0t,/m/02cjck,/m/04rlf,,,,,,,,,,91,,
92,-Bx_-I7sB5k,160,170,/m/04rlf,/m/09x0r,/m/0k65p,/t/dd00125,,,,,,,,,92,,
93,-By6I234TSs,10,20,/m/04rlf,/m/07pt_g0,/m/0l14qv,,,,,,,,,,93,,
94,-ByoSbgzr4M,0,10,/m/01glhc,/m/04rlf,,,,,,,,,,,94,,
95,-COelgvUEW4,16,26,/m/04rlf,/t/dd00004,,,,,,,,,,,95,,
96,-CXICIHCb6Y,30,40,/m/07qcpgn,/m/09x0r,,,,,,,,,,,96,,
97,-CZ1LIc8aos,20,30,/t/dd00134,,,,,,,,,,,,97,,
98,-Cdx8zogHI0,260,270,/m/07pc8lb,/m/07rn7sz,/m/09x0r,,,,,,,,,,98,,
99,-Cr0wim-lIQ,30,40,/m/0150b9,,,,,,,,,,,,99,,
100,-D--GWwca0g,130,140,/m/04rlf,/m/07pxg6y,/m/09x0r,,,,,,,,,,100,,
101,-DSNfC2EJhU,20,30,/m/01jt3m,/m/0838f,,,,,,,,,,,101,,
102,-DnZ_ZY3lgA,160,170,/m/011k_j,,,,,,,,,,,,102,,
103,-E35OMfL4A4,3,13,/m/04rlf,/m/04rmv,,,,,,,,,,,103,,
104,-EJM0iKMFuI,10,20,/m/02_nn,/m/04rlf,,,,,,,,,,,104,,
105,-EVRXQpt1-8,50,60,/m/01swy6,/m/04rlf,/t/dd00126,,,,,,,,,,105,,
106,-EdnWQqlerc,320,330,/m/096m7z,,,,,,,,,,,,106,,
107,-EgyhJoKuRU,20,30,/m/07pws3f,,,,,,,,,,,,107,,
108,-EpiyDLPHzo,30,40,/m/04rlf,/m/07lnk,/m/07s72n,/m/08cyft,/m/0ggx5q,,,,,,,,108,,
109,-F7sBonFvVw,40,50,/m/0dv3j,,,,,,,,,,,,109,,
110,-FITRqeXl9Q,30,40,/m/01d3sd,/m/02yds9,,,,,,,,,,,110,,
111,-FKrYTj_eCU,0,10,/m/03qc9zr,,,,,,,,,,,,111,,
112,-FoTxwPOz3U,0,10,/m/0939n_,/m/09x0r,/m/0ytgt,,,,,,,,,,112,,
113,-Fy2i3zpYdY,20,30,/m/07n_g,,,,,,,,,,,,113,,
114,-G04QpzSpbU,20,30,/m/02yds9,/m/0ytgt,,,,,,,,,,,114,,
115,-G3tJhsHtKU,0,10,/m/07qfgpx,,,,,,,,,,,,115,,
116,-GVRoRILVD4,70,80,/m/015lz1,/m/05lls,,,,,,,,,,,116,,
117,-Gf4Ihv1zwc,50,60,/m/04rlf,/t/dd00034,,,,,,,,,,,117,,
118,-Gr9P8Abnlk,110,120,/m/01jt3m,/m/0838f,,,,,,,,,,,118,,
119,-HAoExLVs6Q,380,390,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048,,,,,,,,,119,,
120,-HKAgW-vzSI,30,40,/m/08j51y,/m/09x0r,,,,,,,,,,,120,,
121,-HWygXWSNRA,30,40,/m/0k4j,/t/dd00066,,,,,,,,,,,121,,
122,-IKnJa9U66I,150,160,/m/04rlf,/m/09x0r,/m/0llzx,/t/dd00065,,,,,,,,,122,,
123,-IVxwkTcpp4,0,10,/m/01hnzm,/m/04rlf,,,,,,,,,,,123,,
124,-IZbvEO9wzU,30,40,/m/04rlf,/t/dd00004,/t/dd00005,,,,,,,,,,124,,
125,-IeSZuZNhPw,40,50,/m/02mk9,/m/07qn4z3,/m/07yv9,,,,,,,,,,125,,
126,-Igq1W20Gi8,0,10,/m/01w250,,,,,,,,,,,,126,,
127,-Irh7_N5Kjs,2,12,/m/07q4ntr,/m/09x0r,,,,,,,,,,,127,,
128,-IvJaK7HLtQ,30,40,/m/015vgc,/m/01c194,/m/04rlf,/m/0jtg0,,,,,,,,,128,,
129,-JBH9j7-h8U,30,40,/m/07qdb04,/m/09ddx,/m/0jbk,,,,,,,,,,129,,
130,-JJmkQYZA-4,20,30,/m/025rv6n,/m/07qn5dc,/m/09b5t,,,,,,,,,,130,,
131,-JUBdOr8Hes,30,40,/m/0mkg,,,,,,,,,,,,131,,
132,-JeVsIKuMIM,30,40,/m/07rgkc5,,,,,,,,,,,,132,,
133,-JlIkV1f_g4,380,390,/m/01sm1g,/m/0l14md,,,,,,,,,,,133,,
134,-JvB5AL59fM,30,40,/m/04rlf,/m/06j6l,/t/dd00031,/t/dd00035,,,,,,,,,134,,
135,-JzMCtGCh4o,0,5,/m/07st88b,/m/09ld4,,,,,,,,,,,135,,
136,-K1BRF6qng8,30,40,/t/dd00004,,,,,,,,,,,,136,,
137,-KA76yUSK44,240,250,/m/01xqw,/m/02qmj0d,/m/05pd6,/m/07y_7,/m/0l14_3,,,,,,,,137,,
138,-KTabIWnPSg,21,31,/m/04rlf,/m/06bxc,/t/dd00003,,,,,,,,,,138,,
139,-LRl10YdS-U,30,40,/m/07plct2,,,,,,,,,,,,139,,
140,-LU2f6iVRVg,20,30,/m/05rj2,/m/09x0r,,,,,,,,,,,140,,
141,-LgxtcD700E,30,40,/m/06bz3,/m/09x0r,,,,,,,,,,,141,,
142,-M6K3QoHh40,30,40,/m/04rlf,/m/07qv_x_,,,,,,,,,,,142,,
143,-M7ZNV6gLo0,310,320,/m/07sx8x_,/m/09x0r,,,,,,,,,,,143,,
144,-M7sMIJRQgg,30,40,/m/07qfgpx,,,,,,,,,,,,144,,
145,-MaA9JUGSBI,18,28,/m/01hnzm,,,,,,,,,,,,145,,
146,-MwKGVrPrmA,70,80,/m/0c2wf,,,,,,,,,,,,146,,
147,-NRx0SBMjo0,24,34,/m/07ptzwd,/m/0838f,,,,,,,,,,,147,,
148,-Nc_T1FvPx0,70,80,/m/01jwx6,/m/02mk9,/m/07yv9,,,,,,,,,,148,,
149,-NrseuJrJ6k,30,40,/m/09x0r,/m/0dv3j,,,,,,,,,,,149,,
150,-OAyRsvFGgc,30,40,/m/01glhc,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/0g12c5,,,,,,,150,,
151,-OMB-w3LPNY,190,200,/m/04rlf,/m/07sr1lc,/t/dd00129,,,,,,,,,,151,,
152,-OUIEnuNd1I,30,40,/m/04rlf,/m/04wptg,,,,,,,,,,,152,,
153,-OVb-UG8yJw,30,40,/m/02l6bg,/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k5j,/t/dd00067,,,,,,153,,
154,-OeV4dPAQiw,30,40,/m/04rlf,/m/068hy,/m/09x0r,/m/0jbk,/t/dd00136,,,,,,,,154,,
155,-Opbeu2Y2yg,10,20,/m/07ppn3j,,,,,,,,,,,,155,,
156,-OytVyTEboM,25,35,/m/0790c,/m/0c1dj,,,,,,,,,,,156,,
157,-PVEno65928,30,40,/m/03v3yw,/m/0btp2,/m/0k4j,,,,,,,,,,157,,
158,-PhYF7PbFew,150,160,/m/07pqc89,,,,,,,,,,,,158,,
159,-PyXfNxnHKs,110,120,/m/023pjk,/m/04brg2,,,,,,,,,,,159,,
160,-Q9MTRXS4bE,30,40,/m/024dl,/m/04rlf,,,,,,,,,,,160,,
161,-QX2Gv7J5gY,500,510,/m/0642b4,/m/09x0r,,,,,,,,,,,161,,
162,-Q_UXiwWR_c,30,40,/t/dd00134,,,,,,,,,,,,162,,
163,-QsPqh8Kyrc,170,180,/m/06h7j,/m/09x0r,,,,,,,,,,,163,,
164,-QuWdnmn-kM,30,40,/m/04rlf,/m/0fd3y,,,,,,,,,,,164,,
165,-R4Vw5lNMPM,10,20,/m/01kcd,/m/07c6l,,,,,,,,,,,165,,
166,-R8MAtu1vWY,20,30,/m/07ppn3j,,,,,,,,,,,,166,,
167,-RBs9pPhHY8,30,40,/m/012ndj,/m/03j1ly,/m/03kmc9,,,,,,,,,,167,,
168,-RKQEJbjXx0,30,40,/m/07pbtc8,,,,,,,,,,,,168,,
169,-RLILmQmubM,30,40,/m/07s2xch,/m/09x0r,,,,,,,,,,,169,,
170,-RYtUAsNhF0,30,40,/m/01jnbd,/m/02v2lh,/m/04rlf,,,,,,,,,,170,,
171,-S-TDT5oq0Q,290,300,/m/01xq0k1,/m/07rpkh9,/m/0ch8v,,,,,,,,,,171,,
172,-S1mCXpSsvc,30,40,/m/025wky1,/m/02mk9,,,,,,,,,,,172,,
173,-SD43H5B5hE,520,530,/m/01jg02,/m/01jg1z,/m/04rlf,,,,,,,,,,173,,
174,-SWaCArvQug,21,31,/m/04rlf,/m/0fqfqc,,,,,,,,,,,174,,
175,-Sd-j0rKeKw,30,40,/m/07qz6j3,/m/09x0r,,,,,,,,,,,175,,
176,-SmkiYKIhfs,180,190,/m/01b82r,/m/083vt,,,,,,,,,,,176,,
177,-StCvzCSVdA,570,580,/m/02_41,,,,,,,,,,,,177,,
178,-T2MO0xBNwM,26,36,/m/019jd,/m/02rlv9,,,,,,,,,,,178,,
179,-T3Td30k7hA,35,45,/m/07q0yl5,,,,,,,,,,,,179,,
180,-TN-8OnbpPQ,170,180,/m/08j51y,/m/09x0r,,,,,,,,,,,180,,
181,-TxhuS0jsI4,70,80,/m/07r4k75,/m/09x0r,/t/dd00129,,,,,,,,,,181,,
182,-U16iKiXGuY,30,40,/m/03_d0,/m/04rlf,,,,,,,,,,,182,,
183,-U7agd00tIg,130,140,/m/04fgwm,,,,,,,,,,,,183,,
184,-U9jfwt03Gg,180,190,/m/07qc9xj,,,,,,,,,,,,184,,
185,-UFvq4-iS-Y,580,590,/m/04rlf,/m/09x0r,/t/dd00013,,,,,,,,,,185,,
186,-UKH_6moRZc,180,190,/m/09x0r,/m/0fqfqc,,,,,,,,,,,186,,
187,-USpijVx_aI,200,210,/m/0jb2l,/m/0ngt1,,,,,,,,,,,187,,
188,-UTdhK0lwuw,30,40,/m/0130jx,/m/02jz0l,/m/0838f,,,,,,,,,,188,,
189,-Umconw-CRE,30,40,/m/0155w,/m/0342h,/m/04rlf,,,,,,,,,,189,,
190,-UoPcgmbIkk,30,40,/m/09x0r,/t/dd00088,,,,,,,,,,,190,,
191,-V9U5F14AVY,40,50,/m/07ptzwd,/m/0838f,,,,,,,,,,,191,,
192,-VLOm8cJZRI,70,80,/m/023pjk,/m/04brg2,,,,,,,,,,,192,,
193,-VasGrFLqW8,110,120,/m/07r5v4s,/t/dd00125,,,,,,,,,,,193,,
194,-Vo4CAMX26U,30,40,/m/02bxd,/m/04rlf,,,,,,,,,,,194,,
195,-Vt__PL1bgk,240,250,/m/02p01q,,,,,,,,,,,,195,,
196,-W4WT0zFV2Q,10,20,/m/032s66,/m/04zjc,,,,,,,,,,,196,,
197,-WDOQunQq5Q,90,100,/m/012xff,,,,,,,,,,,,197,,
198,-WGiNsWOczo,470,480,/m/07rkbfh,/m/09x0r,,,,,,,,,,,198,,
199,-WIDMrHskbI,350,360,/m/0dwsp,/m/0dwtp,/m/0j45pbj,,,,,,,,,,199,,
200,-WKYdeVL3_k,30,40,/m/04rlf,/m/08j51y,/m/09x0r,,,,,,,,,,200,,
201,-WXIhTodJ6M,30,40,/m/04rlf,/m/0ggq0m,,,,,,,,,,,201,,
202,-Wd5YV97ftU,320,330,/m/04rlf,/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,,,,,,,202,,
203,-WoudI3gGvk,30,40,/m/05x_td,,,,,,,,,,,,203,,
204,-WvVG0wHcTc,310,320,/m/015lz1,/m/01lyv,/m/0342h,/m/04rlf,/m/04wptg,,,,,,,,204,,
205,-X8J0l_ISNI,30,40,/m/07pyf11,/m/0k5j,,,,,,,,,,,205,,
206,-XZBpMKRhok,10,20,/m/02g901,/m/09x0r,,,,,,,,,,,206,,
207,-XilaFMUwng,50,60,/m/015p6,/m/04s8yn,,,,,,,,,,,207,,
208,-XnPjiPiRAM,10,20,/m/01p970,/m/026t6,/m/0l14md,,,,,,,,,,208,,
209,-XwtCzUaN1I,160,170,/m/01qbl,/m/03qtq,,,,,,,,,,,209,,
210,-XxUW9gW6mc,60,70,/m/03fwl,/m/09t49,/m/0ch8v,/m/0jbk,,,,,,,,,210,,
211,-Y-J_aNii3c,21,31,/m/04rlf,/m/06h7j,,,,,,,,,,,211,,
212,-Y8sJDoL1YA,15,25,/m/0mbct,,,,,,,,,,,,212,,
213,-YAyjUL7_xo,200,210,/m/07p9k1k,/m/07ptfmf,/m/0dxrf,,,,,,,,,,213,,
214,-YIT4HBM__g,30,40,/m/04rlf,/m/0y4f8,/m/0z9c,,,,,,,,,,214,,
215,-YRJHtktT1g,170,180,/m/07qv_d5,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128,,,,,,,,215,,
216,-YfaQljuwwA,30,40,/m/07rv9rh,,,,,,,,,,,,216,,
217,-Yk2eyBxCdQ,20,30,/m/05zc1,/m/0l7xg,/t/dd00077,,,,,,,,,,217,,
218,-YwPSwhe2jo,30,40,/m/04rlf,/m/07qv_x_,/m/09x0r,,,,,,,,,,218,,
219,-Z1ZSWDouUU,30,40,/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092,,,,,,,,,219,,
220,-Z8bjo6q6jc,70,80,/m/032n05,/m/09x0r,,,,,,,,,,,220,,
221,-ZFQfWBmfdE,30,40,/m/07plct2,,,,,,,,,,,,221,,
222,-ZJqu_4zLMc,30,40,/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk,,,,,,,222,,
223,-ZlExzZRlF4,30,40,/m/02x984l,,,,,,,,,,,,223,,
224,-ZsrCgzYPpQ,30,40,/m/07rknqz,/m/07yv9,/m/0k4j,,,,,,,,,,224,,
225,-_9xozPeXzk,30,40,/m/02bm9n,/m/0l7xg,/t/dd00077,,,,,,,,,,225,,
226,-_HXiz8XnV0,580,590,/m/04rlf,/m/07pc8lb,/m/09x0r,/t/dd00125,,,,,,,,,226,,
227,-_QPd-VskKY,30,40,/m/04rmv,,,,,,,,,,,,227,,
228,-_UCboMO_xE,0,7,/m/07ryjzk,,,,,,,,,,,,228,,
229,-_f_ClsDxyc,80,90,/m/01kcd,/m/01wy6,/m/07gql,,,,,,,,,,229,,
230,-a0drwQsrso,310,320,/m/02pjr4,,,,,,,,,,,,230,,
231,-a8dC-A_xQE,120,130,/m/04rlf,/m/07rkbfh,/m/09x0r,,,,,,,,,,231,,
232,-aJYgmhyrvQ,190,200,/m/07qlwh6,/m/09x0r,,,,,,,,,,,232,,
233,-aOxR6ILsw8,0,10,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00129,/t/dd00130,,,,,,,,233,,
234,-aRZT0PYhJU,140,150,/m/023vsd,/m/083vt,,,,,,,,,,,234,,
235,-aXWYfAdovc,230,240,/m/01h3n,/m/03vt0,/m/0h2mp,,,,,,,,,,235,,
236,-adm_P3xa0s,10,20,/m/07phhsh,/m/07yv9,/m/09x0r,,,,,,,,,,236,,
237,-bGQrd947QE,50,60,/m/06wzb,/m/07rjwbb,,,,,,,,,,,237,,
238,-bJPDtT31p0,100,110,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md,,,,,,238,,
239,-bNJ9olw-OE,540,550,/m/04fgwm,/m/09x0r,/t/dd00125,,,,,,,,,,239,,
240,-bZ4yrpTcjw,440,450,/m/01d380,/m/07k1x,/m/0_ksk,,,,,,,,,,240,,
241,-bgHkxwoliw,30,40,/m/04rlf,/m/04wptg,,,,,,,,,,,241,,
242,-c7hCWwTlrY,30,40,/m/04rlf,/m/09x0r,/m/0fd3y,,,,,,,,,,242,,
243,-cA9HsnV1ao,30,40,/m/03wvsk,,,,,,,,,,,,243,,
244,-cj4S5lJmYE,30,40,/m/0939n_,,,,,,,,,,,,244,,
245,-ct58kOlLfs,30,40,/m/019jd,/m/02rlv9,,,,,,,,,,,245,,
246,-d6lM-axSS8,170,180,/m/04rlf,/m/07rrh0c,/t/dd00125,,,,,,,,,,246,,
247,-dL27atcAig,80,90,/m/0cj0r,,,,,,,,,,,,247,,
248,-dL_J5KkKZQ,30,40,/m/04rlf,/m/07pws3f,,,,,,,,,,,248,,
249,-dVgUSrR8g4,30,40,/m/03lty,/m/04rlf,/m/0dl5d,,,,,,,,,,249,,
250,-e4wXAy1iVo,0,10,/m/015lz1,/m/04rlf,/m/07xzm,,,,,,,,,,250,,
251,-eDAoheZrY8,30,40,/m/04rlf,/t/dd00036,,,,,,,,,,,251,,
252,-eK9VHuiH74,30,40,/m/0150b9,,,,,,,,,,,,252,,
253,-eabL1vJMt0,150,160,/m/01lsmm,,,,,,,,,,,,253,,
254,-f1DNyngKVY,30,40,/m/015vgc,/m/04rlf,/m/0jtg0,,,,,,,,,,254,,
255,-f6s6kQEHFY,0,10,/m/04rlf,/t/dd00033,,,,,,,,,,,255,,
256,-fAGzY9rnaA,30,40,/m/02zsn,/m/04rlf,/m/04s8yn,/m/07r5c2p,/m/09x0r,,,,,,,,256,,
257,-fJsZm3YRc0,30,40,/m/02rhddq,/m/07r04,/m/0gvgw0,,,,,,,,,,257,,
258,-fP3n8D3sD4,20,30,/m/03wvsk,,,,,,,,,,,,258,,
259,-fPdOa99Iwg,30,40,/m/07s04w4,/t/dd00001,,,,,,,,,,,259,,
260,-fTfRh0_RQ4,30,40,/t/dd00134,,,,,,,,,,,,260,,
261,-fmmdkXn5YA,210,220,/m/07sq110,/m/09x0r,/t/dd00127,,,,,,,,,,261,,
262,-fz6omiAhZ8,40,50,/m/07qv_d5,/m/0912c9,/m/09x0r,,,,,,,,,,262,,
263,-gAzofSmRiY,21,31,/m/07pdhp0,/m/09x0r,,,,,,,,,,,263,,
264,-gBOhfAyaGI,30,40,/m/07bjf,,,,,,,,,,,,264,,
265,-gCqnkIUmp0,140,150,/m/0261r1,/m/04rlf,/m/09x0r,/t/dd00125,,,,,,,,,265,,
