SPEAKER,FILENAME,ONE,STARTTIMESEC,DURATIONSEC,NAN1,NAN2,SPEAKERID,NAN3,NAN4,UTTERANCE,NOTES,VIDEOID,TEXTID,TITLE,ORIGLINK,MP4LINK,TEXTLINK,SHORTLINK
SPEAKER,,1,01:04.500,4.600,<NA>,<NA>,CHI,<NA>,<NA>,"10, 11, 20",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:06.000,0.500,<NA>,<NA>,FEM,<NA>,<NA>,12,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:06.500,2.600,<NA>,<NA>,CHI,<NA>,<NA>,"12, 13, 14, 15, 16.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:09.100,3.400,<NA>,<NA>,FEM,<NA>,<NA>,16. What are we looking for?,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:10.250,1.250,<NA>,<NA>,CHI,<NA>,<NA>,"Wait, where do we hit 14?",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:12.500,0.400,<NA>,<NA>,CHI,<NA>,<NA>,14,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:12.900,1.000,<NA>,<NA>,FEM,<NA>,<NA>,We're looking for 14.,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:12.900,3.900,<NA>,<NA>,CHI,<NA>,<NA>,"Where do we hit 14? Where do we go to 14? Was it the red one? Okay, wait.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:19.100,10.400,<NA>,<NA>,CHI,<NA>,<NA>,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14… <exhales>",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:26.000,1.200,<NA>,<NA>,FEM,<NA>,<NA>,You doing okay?,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:27.200,1.050,<NA>,<NA>,CHI,<NA>,<NA>,Wooooooo!,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01.28.250,9.750,<NA>,<NA>,CHI,<NA>,<NA>,<many children talking>,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:32.400,5.600,<NA>,<NA>,CHI,<NA>,<NA>,"1, 2, 3, 4, 5, 6, 7",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:38.200,1.050,<NA>,<NA>,CHI,<NA>,<NA>,I think I got it.,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:39.500,3.000,<NA>,<NA>,CHI,<NA>,<NA>,"8, 9,10, 11",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:42.500,1.750,<NA>,<NA>,CHI,<NA>,<NA>,<many children talking>,,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:44.250,3.450,<NA>,<NA>,FEM,<NA>,<NA>,"Okay, try to keep your tiles. It will just help to organize.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:47.700,1.300,<NA>,<NA>,CHI,<NA>,<NA>,"I got it. I got it, Chris.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:55.700,1.300,<NA>,<NA>,CHI,<NA>,<NA>,"No, it doesn't work.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,01:58.700,3.400,<NA>,<NA>,FEM,<NA>,<NA>,"Okay, Chris, can you start again. Count aloud so I can hear.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,02:02.100,8.400,<NA>,<NA>,CHI,<NA>,<NA>,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,02:10.800,2.450,<NA>,<NA>,FEM,<NA>,<NA>,"You want to try again? Samantha, count aloud.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,02:14.200,8.900,<NA>,<NA>,CHI,<NA>,<NA>,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
SPEAKER,,1,02:23.100,8.300,<NA>,<NA>,FEM,<NA>,<NA>,"Excellent. You didn't give up. You got it. Good. Okay, transcribe this onto your sheet and then you're going to try another one.",,147643132,4256118,Teacher Selects Engaging Instructional Materials - Example 4,https://nysed-prod.engageny.org/content/danielson-rubric-teacher-selects-engaging-instructional-materials,https://player.vimeo.com/video/147643132?api=1&player_id=media-vimeo-147643132&color=,https://player.vimeo.com/texttrack/4256118.vtt?token=5ee6e3ee_0xa54fada0847c626943840a18b2ab5ca187d22621,https://vimeo.com/147643132
