100millisecond_ints,secs,base_col,MAL,CHI,KCHI,FEM,SPEECH,overlap
542,,,,1,,1,1,1
543,,,,,,1,1,0
544,,,,,,,1,0
545,,,,,,,1,0
546,,,,,,1,1,0
547,,,,,,1,1,0
548,,,,,,1,1,0
549,,,,,,1,1,0
550,,,,,,1,1,0
551,,,,,,1,1,0
552,,,,,,1,1,0
553,,,,,,1,1,0
554,,,,,,1,1,0
555,,,,,,1,1,0
556,,,,,,1,1,0
557,,,,,,1,1,0
558,,,,,,1,1,0
559,,,1,,,1,1,1
560,,,1,,,1,1,1
561,,,1,,,1,1,1
562,,,1,,,1,1,1
563,,,1,,,1,1,1
564,,,1,,,1,1,1
565,,,1,,,1,1,1
566,,,1,,,,1,0
567,,,1,,,,1,0
568,,,1,,,,1,0
569,,,1,,,,1,0
570,,,1,,,,1,0
571,,,1,,,,1,0
572,,,1,,,,1,0
573,,,1,,,,1,0
574,,,1,,,,1,0
575,,,1,,,,1,0
576,,,1,,,,1,0
577,,,1,,,,1,0
578,,,1,,,,1,0
579,,,1,,,,1,0
580,,,1,,,,1,0
581,,,1,,,,1,0
582,,,1,,,,1,0
583,,,1,,,1,1,1
584,,,1,,,1,1,1
585,,,1,,,1,1,1
586,,,,,,1,1,0
587,,,,,,,1,0
588,,,,,,,1,0
589,,,,,,,1,0
590,,,,,,,1,0
591,,,,,,,1,0
592,,,,,,,1,0
593,,,,,,,1,0
594,,,1,,,,1,0
595,,,1,,,,1,0
596,,,1,,,,1,0
597,,,1,,,,1,0
598,,,1,,,,1,0
599,,,1,,,,1,0
600,,,1,,,,1,0
601,,,1,,,,1,0
602,,,1,,,,1,0
603,,,1,,,,1,0
604,,,1,,,,1,0
605,,,1,,,1,1,1
606,,,1,,,1,1,1
607,,,1,,,1,1,1
608,,,1,,,,1,0
609,,,1,,,,1,0
610,,,1,,,1,1,1
611,,,,,,,1,0
612,,,,,,,1,0
613,,,,,,1,1,0
614,,,,,,1,1,0
615,,,,,,1,1,0
616,,,,,,1,1,0
617,,,,,,1,1,0
618,,,,,,1,1,0
619,,,,,,1,1,0
620,,,,,,1,1,0
621,,,,,,1,1,0
622,,,,,,1,1,0
623,,,,,,1,1,0
624,,,,,,1,1,0
625,,,,,,1,1,0
626,,,,,,1,1,0
627,,,,,,1,1,0
628,,,,,,1,1,0
629,,,,,,1,1,0
630,,,,,,1,1,0
631,,,,,,1,1,0
632,,,,,,1,1,0
633,,,,,,1,1,0
634,,,,,,1,1,0
635,,,,,,1,1,0
636,,,,,,1,1,0
637,,,,,,1,1,0
638,,,,,,,1,0
639,,,,,,,,0
640,,,,,,,,0
641,,,,,,,1,0
642,,,,,,1,1,0
643,,,,,,1,1,0
644,,,,,,1,1,0
645,,,,,,1,1,0
646,,,,,,1,1,0
647,,,,,,1,1,0
648,,,,,,1,1,0
649,,,,,,1,1,0
650,,,,,,1,1,0
651,,,,,,1,1,0
652,,,,,,1,1,0
653,,,,,,1,1,0
654,,,,,,1,1,0
655,,,,,,1,1,0
656,,,,,,1,1,0
657,,,,,,1,1,0
658,,,,,,1,1,0
659,,,,,,1,1,0
660,,,,,,1,1,0
661,,,,,,1,1,0
662,,,,,,1,1,0
663,,,,,,1,1,0
664,,,,,,1,1,0
665,,,,,,1,1,0
666,,,,,,1,1,0
667,,,,,,,1,0
668,,,,,1,,1,0
669,,,,,1,,1,0
670,,,,,1,,1,0
671,,,,,1,,1,0
672,,,,,1,,1,0
673,,,,,1,,1,0
674,,,,,1,,1,0
675,,,,,1,,1,0
676,,,,,1,,1,0
677,,,,,1,,1,0
678,,,,,1,,1,0
679,,,,,1,,1,0
680,,,,,1,1,1,1
681,,,,,1,1,1,1
682,,,,,,1,1,0
683,,,,,,1,1,0
684,,,,,,1,1,0
685,,,,,,1,1,0
686,,,,,,1,1,0
687,,,,,,1,1,0
688,,,,,,1,1,0
689,,,,,,1,1,0
690,,,,,,1,1,0
691,,,,,,1,1,0
692,,,,,,1,1,0
693,,,,,,1,1,0
694,,,,,,1,1,0
695,,,,,,,1,0
696,,,,,,,,0
697,,,,,,,,0
698,,,,,,,1,0
699,,,,,,1,1,0
700,,,,,,1,1,0
701,,,,,,1,1,0
702,,,,,,1,1,0
703,,,,,,1,1,0
704,,,,,,1,1,0
705,,,,,,1,1,0
706,,,,,,1,1,0
707,,,,,,1,1,0
708,,,,,,1,1,0
709,,,,,,1,1,0
710,,,,,,1,1,0
711,,,,,,1,1,0
712,,,,,,1,1,0
713,,,,,,1,1,0
714,,,,,,1,1,0
715,,,,,,1,1,0
716,,,,,,1,1,0
717,,,,,,1,1,0
718,,,,,,1,1,0
719,,,,,,1,1,0
720,,,,,,1,1,0
721,,,,,,1,1,0
722,,,,,,1,1,0
723,,,,,,1,1,0
724,,,1,,,1,1,1
725,,,1,,,1,1,1
726,,,1,,,1,1,1
727,,,1,,,1,1,1
728,,,,,,1,1,0
729,,,,,,1,1,0
730,,,,,,1,1,0
731,,,,,,1,1,0
732,,,,,,1,1,0
733,,,,,,1,1,0
734,,,,,,1,1,0
735,,,,,,1,1,0
736,,,,,,1,1,0
737,,,,,,1,1,0
738,,,,,,1,1,0
739,,,,,,1,1,0
740,,,,,,1,1,0
741,,,,,,1,1,0
742,,,,,,1,1,0
743,,,,,,1,1,0
744,,,,,,1,1,0
745,,,,,,1,1,0
746,,,,,,1,1,0
747,,,,,,1,1,0
748,,,,,,,1,0
749,,,,,,1,1,0
750,,,1,,,1,1,1
751,,,1,,,1,1,1
752,,,1,,,1,1,1
753,,,1,,,1,1,1
754,,,1,,,1,1,1
755,,,1,,,1,1,1
756,,,1,,,1,1,1
757,,,1,,,1,1,1
758,,,1,,,1,1,1
759,,,1,,,1,1,1
760,,,1,,,1,1,1
761,,,1,,,,1,0
762,,,1,,,,1,0
763,,,1,,,,1,0
764,,,1,,,,1,0
765,,,1,,,1,1,1
766,,,1,,,1,1,1
767,,,1,,,1,1,1
768,,,1,,,1,1,1
769,,,1,,,1,1,1
770,,,1,,,1,1,1
771,,,1,,,1,1,1
772,,,,,,1,1,0
773,,,,,,1,1,0
774,,,,,,1,1,0
775,,,,,,1,1,0
776,,,,,,1,1,0
777,,,,,,1,1,0
778,,,,,,1,1,0
779,,,,,,1,1,0
780,,,,,,1,1,0
781,,,,,,1,1,0
782,,,,,,1,1,0
783,,,,,,1,1,0
784,,,,,,1,1,0
785,,,,,,1,1,0
786,,,,,,1,1,0
787,,,,,,1,1,0
788,,,,,,1,1,0
789,,,,,,1,1,0
790,,,,,,1,1,0
791,,,,,,1,1,0
792,,,,,,1,1,0
793,,,1,,,1,1,1
794,,,1,,,1,1,1
795,,,1,,,1,1,1
796,,,1,,,1,1,1
797,,,1,,,1,1,1
798,,,,,,1,1,0
799,,,,,,1,1,0
800,,,,1,,1,1,1
801,,,,,,1,1,0
802,,,,,,1,1,0
803,,,,1,,1,1,1
804,,,,1,,1,1,1
805,,,,1,,1,1,1
806,,,,1,,1,1,1
807,,,,1,,,1,0
808,,,,1,,,1,0
809,,,,1,,,1,0
810,,,,1,,1,1,1
811,,,,1,,1,1,1
812,,,,1,,1,1,1
813,,,,1,,,1,0
814,,,,1,,1,1,1
815,,,,1,,1,1,1
816,,,,1,,1,1,1
817,,,,1,,1,1,1
818,,,,1,,1,1,1
819,,,,1,,1,1,1
820,,,,1,,1,1,1
821,,,,1,,,1,0
822,,,,1,,,1,0
823,,,,1,,,1,0
824,,,,1,,,1,0
825,,,,1,,,1,0
826,,,,1,,,1,0
827,,,,1,,,1,0
828,,,,1,,,1,0
829,,,,1,,,1,0
830,,,,1,,,1,0
831,,,,1,,1,1,1
832,,,,1,,1,1,1
833,,,,1,,1,1,1
834,,,,1,,1,1,1
835,,,,,,1,1,0
836,,,,,,1,1,0
837,,,,,,1,1,0
838,,,,,,1,1,0
839,,,,,,1,1,0
840,,,,,,1,1,0
841,,,,,,1,1,0
842,,,,,,1,1,0
843,,,,,,1,1,0
844,,,,,,1,1,0
845,,,,,,,1,0
846,,,,,,,1,0
847,,,,,,,1,0
848,,,,,,,,0
849,,,,,,,,0
850,,,,,,,,0
851,,,,,,,,0
852,,,,,,,,0
853,,,,,,,1,0
854,,,,,,1,1,0
855,,,,,,1,1,0
856,,,,,,1,1,0
857,,,,,,1,1,0
858,,,,,,1,1,0
859,,,,,,1,1,0
860,,,,,,1,1,0
861,,,,,,1,1,0
862,,,,,,1,1,0
863,,,,,,1,1,0
864,,,,,,1,1,0
865,,,,,,1,1,0
866,,,,,,1,1,0
867,,,,,,1,1,0
868,,,,,,1,1,0
869,,,,,,1,1,0
870,,,,,,1,1,0
871,,,,,,1,1,0
872,,,,,,,1,0
873,,,,,,,,0
874,,,,,1,,1,0
875,,,,,1,,1,0
876,,,,,1,,1,0
877,,,,,1,1,1,1
878,,,,,1,1,1,1
879,,,,,1,1,1,1
880,,,,,1,1,1,1
881,,,,,1,1,1,1
882,,,,,1,1,1,1
883,,,,,1,1,1,1
884,,,,,1,1,1,1
885,,,,,1,1,1,1
886,,,,,1,1,1,1
887,,,,,1,1,1,1
888,,,,,1,1,1,1
889,,,,,,1,1,0
890,,,,,,1,1,0
891,,,,,,1,1,0
892,,,,,,1,1,0
893,,,,,,1,1,0
894,,,,,,1,1,0
895,,,,,,1,1,0
896,,,,,,1,1,0
897,,,,,,1,1,0
898,,,,,,1,1,0
899,,,,,,1,1,0
900,,,,,,1,1,0
901,,,,,,1,1,0
902,,,,,,1,1,0
903,,,,,,1,1,0
904,,,,,,1,1,0
905,,,,,,1,1,0
906,,,,,,1,1,0
907,,,,,,1,1,0
908,,,,,,1,1,0
909,,,,,,1,1,0
910,,,,,,1,1,0
911,,,,,,1,1,0
912,,,,,,1,1,0
913,,,,,,1,1,0
914,,,,,,1,1,0
915,,,,,,1,1,0
916,,,,,,1,1,0
917,,,,,,1,1,0
918,,,,,,1,1,0
919,,,,,,1,1,0
920,,,,,,1,1,0
921,,,,,,1,1,0
922,,,,,,1,1,0
923,,,,,,1,1,0
924,,,,,,1,1,0
925,,,,,,1,1,0
926,,,,,,1,1,0
927,,,,,,1,1,0
928,,,,,,1,1,0
929,,,,,,1,1,0
930,,,,,,1,1,0
931,,,,,,1,1,0
932,,,,,,1,1,0
933,,,,,,1,1,0
934,,,,,,1,1,0
935,,,,,,1,1,0
936,,,,,,1,1,0
937,,,,,,1,1,0
938,,,,,,1,1,0
939,,,,,,1,1,0
940,,,,,,1,1,0
941,,,,,,1,1,0
942,,,,,,1,1,0
943,,,,,,1,1,0
944,,,,,,1,1,0
945,,,,,,1,1,0
946,,,,,,1,1,0
947,,,,,,1,1,0
948,,,,,,1,1,0
949,,,,,,1,1,0
950,,,,,,1,1,0
951,,,,,,1,1,0
952,,,,,,1,1,0
953,,,,,,1,1,0
954,,,,,,1,1,0
955,,,,,,1,1,0
956,,,,,,1,1,0
957,,,,,,1,1,0
958,,,,,,1,1,0
959,,,,,,1,1,0
960,,,,,,1,1,0
961,,,,,,1,1,0
962,,,,,,1,1,0
963,,,,,,1,1,0
964,,,,,,1,1,0
965,,,,,,1,1,0
966,,,,,,1,1,0
967,,,,,,1,1,0
968,,,,,,1,1,0
969,,,,,,1,1,0
970,,,,,,1,1,0
971,,,,,,1,1,0
972,,,,,,1,1,0
973,,,,,,1,1,0
974,,,,,,1,1,0
975,,,,,,1,1,0
976,,,,,,1,1,0
977,,,,,,1,1,0
978,,,,,,1,1,0
979,,,,1,,1,1,1
980,,,,1,,1,1,1
981,,,,1,,1,1,1
982,,,,1,,1,1,1
983,,,,1,,1,1,1
984,,,,,,1,1,0
985,,,,,,1,1,0
986,,,,,,1,1,0
987,,,,,,1,1,0
988,,,,,,1,1,0
989,,,,,,1,1,0
990,,,,,,1,1,0
991,,,,,,1,1,0
992,,,,,,1,1,0
993,,,,,,1,1,0
994,,,,,,1,1,0
995,,,,,,1,1,0
996,,,,,,1,1,0
997,,,,,,1,1,0
998,,,,,,1,1,0
999,,,,,,1,1,0
1000,,,,,,1,1,0
1001,,,,,,1,1,0
1002,,,,,,1,1,0
1003,,,,,,1,1,0
1004,,,,,,1,1,0
1005,,,,,,1,1,0
1006,,,,,,1,1,0
1007,,,,,,1,1,0
1008,,,,,,1,1,0
1009,,,,,,1,1,0
1010,,,1,,,1,1,1
1011,,,1,,,1,1,1
1012,,,1,,,1,1,1
1013,,,1,,,1,1,1
1014,,,1,,,1,1,1
1015,,,1,,,,1,0
1016,,,1,,,,1,0
1017,,,1,,,,1,0
1018,,,1,,,,1,0
1019,,,,,,,1,0
1020,,,,,,,1,0
1021,,,1,,,,1,0
1022,,,,,,1,1,0
1023,,,,,,1,1,0
1024,,,,,,1,1,0
1025,,,,,,1,1,0
1026,,,,,,1,1,0
1027,,,,,,1,1,0
1028,,,,,,1,1,0
1029,,,,,,1,1,0
1030,,,,,,1,1,0
1031,,,,,,1,1,0
1032,,,,,,1,1,0
1033,,,,,,1,1,0
1034,,,,,,1,1,0
1035,,,,,,1,1,0
1036,,,,,,1,1,0
1037,,,,,,1,1,0
1038,,,,,,1,1,0
1039,,,,,,1,1,0
1040,,,,,,1,1,0
1041,,,,,,1,1,0
