"/m/05tny_","Bark"
"/m/07r_k2n","Yip"
"/m/07qf0zm","Howl"
"/m/07rc7d9","Bow-wow"
"/m/0ghcn6","Growling"
"/t/dd00136","Whimper (dog)"
"/m/07srf8z","Bay"
"/m/01yrx","Cat"
"/m/02yds9","Purr"
"/m/07qrkrw","Meow"
"/m/07rjwbb","Hiss"
"/m/0f25s6","Cat communication"
"/m/07r81j2","Caterwaul"
"/m/0ch8v","Livestock, farm animals, working animals"
"/m/03k3r","Horse"
"/m/07rv9rh","Clip-clop"
"/m/07q5rw0","Neigh, whinny"
"/t/dd00139","Snort (horse)"
"/t/dd00140","Nicker"
"/m/0ffhf","Donkey, ass"
"/m/01xq0k1","Cattle, bovinae"
"/m/07rpkh9","Moo"
"/m/0239kh","Cowbell"
"/m/01hhp3","Yak"
"/m/068zj","Pig"
"/t/dd00018","Oink"
"/m/03fwl","Goat"
"/m/07q0h5t","Bleat"
"/m/07bgp","Sheep"
"/m/025rv6n","Fowl"
"/m/09b5t","Chicken, rooster"
"/m/07st89h","Cluck"
"/m/07qn5dc","Crowing, cock-a-doodle-doo"
"/m/01rd7k","Turkey"
"/m/07svc2k","Gobble"
"/m/09ddx","Duck"
"/m/07qdb04","Quack"
"/m/0dbvp","Goose"
"/m/07qwf61","Honk"
"/m/01280g","Wild animals"
"/m/0cdnk","Roaring cats (lions, tigers)"
"/m/04cvmfc","Roar"
"/m/015p6","Bird"
"/m/020bb7","Bird vocalization, bird call, bird song"
"/m/07pggtn","Chirp, tweet"
"/m/07sx8x_","Squawk"
"/m/0h0rv","Pigeon, dove"
"/m/07r_25d","Coo"
"/m/04s8yn","Crow"
"/m/07r5c2p","Caw"
"/m/09d5_","Owl"
"/m/07r_80w","Hoot"
"/m/01dwxx","Gull, seagull"
"/m/05_wcq","Bird flight, flapping wings"
"/m/01z5f","Canidae, dogs, wolves"
"/m/06hps","Rodents, rats, mice"
"/m/04rmv","Mouse"
"/m/02021","Chipmunk"
"/m/07r4gkf","Patter"
"/m/03vt0","Insect"
"/m/09xqv","Cricket"
"/m/09f96","Mosquito"
"/m/0h2mp","Fly, housefly"
"/m/07pjwq1","Buzz"
"/m/01h3n","Bee, wasp, etc."
"/m/09ld4","Frog"
"/m/07st88b","Croak"
"/m/078jl","Snake"
"/m/07qn4z3","Rattle"
"/m/032n05","Whale vocalization"
"/m/04rlf","Music"
"/m/04szw","Musical instrument"
"/m/0fx80y","Plucked string instrument"
"/m/0342h","Guitar"
"/m/02sgy","Electric guitar"
"/m/018vs","Bass guitar"
"/m/042v_gx","Acoustic guitar"
"/m/06w87","Steel guitar, slide guitar"
"/m/01glhc","Tapping (guitar technique)"
"/m/07s0s5r","Strum"
"/m/018j2","Banjo"
"/m/0jtg0","Sitar"
"/m/04rzd","Mandolin"
"/m/01bns_","Zither"
"/m/07xzm","Ukulele"
"/m/05148p4","Keyboard (musical)"
"/m/05r5c","Piano"
"/m/01s0ps","Electric piano"
"/m/025cbm","Clavinet"
"/m/0bxl5","Rhodes piano"
"/m/013y1f","Organ"
"/m/03xq_f","Electronic organ"
"/m/03gvt","Hammond organ"
"/m/0l14qv","Synthesizer"
"/m/01v1d8","Sampler"
"/m/0gkd1","Mellotron"
"/m/03q5t","Harpsichord"
"/m/0l14md","Percussion"
"/m/02hnl","Drum kit"
"/m/0cfdd","Drum machine"
"/m/026t6","Drum"
"/m/06rvn","Snare drum"
"/m/03t3fj","Rimshot"
"/m/02k_mr","Drum roll"
"/m/0bm02","Bass drum"
"/m/011k_j","Timpani"
"/m/01p970","Tabla"
"/m/01qbl","Cymbal"
"/m/03qtq","Hi-hat"
"/m/0bm0k","Crash cymbal"
"/m/01sm1g","Wood block"
"/m/07brj","Tambourine"
"/m/05r5wn","Rattle (instrument)"
"/m/0xzly","Maraca"
"/m/0mbct","Gong"
"/m/016622","Tubular bells"
"/m/0j45pbj","Mallet percussion"
"/m/0dwsp","Marimba, xylophone"
"/m/0dwtp","Glockenspiel"
"/m/0dwt5","Vibraphone"
"/m/0l156b","Steelpan"
"/m/05pd6","Orchestra"
"/m/01kcd","Brass instrument"
"/m/0319l","French horn"
"/m/07gql","Trumpet"
"/m/07c6l","Trombone"
"/m/020w2","Cornet"
"/m/0y64j","Bugle"
"/m/0l14_3","Bowed string instrument"
"/m/02qmj0d","String section"
"/m/07y_7","Violin, fiddle"
"/m/0d8_n","Pizzicato"
"/m/01xqw","Cello"
"/m/02fsn","Double bass"
"/m/085jw","Wind instrument, woodwind instrument"
"/m/0l14j_","Flute"
"/m/06ncr","Saxophone"
"/m/02pprs","Alto saxophone"
"/m/03t22m","Soprano saxophone"
"/m/01wy6","Clarinet"
"/m/05kms","Oboe"
"/m/01c3q","Bassoon"
"/m/03m5k","Harp"
"/m/0395lw","Bell"
"/m/03w41f","Church bell"
"/m/027m70_","Jingle bell"
"/m/0gy1t2s","Bicycle bell"
"/m/07n_g","Tuning fork"
"/m/0f8s22","Chime"
"/m/026fgl","Wind chime"
"/m/0150b9","Change ringing (campanology)"
"/m/03qjg","Harmonica"
"/m/0mkg","Accordion"
"/m/0192l","Bagpipes"
"/m/02bxd","Didgeridoo"
"/m/0l14l2","Shofar"
"/m/07kc_","Theremin"
"/m/0l14t7","Singing bowl"
"/m/05229","Musical ensemble"
"/m/01vj9c","Bass (instrument role)"
"/m/01hgjl","Scratching (performance technique)"
"/m/0kpv1t","Music genre"
"/m/064t9","Pop music"
"/m/0glt670","Hip hop music"
"/m/04j_h4","Grime music"
"/m/0n8zsc8","Trap music"
"/m/02cz_7","Beatboxing"
"/m/06by7","Rock music"
"/m/03lty","Heavy metal"
"/m/05r6t","Punk rock"
"/m/0dls3","Grunge"
"/m/0dl5d","Progressive rock"
"/m/07sbbz2","Rock and roll"
"/m/05w3f","Psychedelic rock"
"/m/06j6l","Rhythm and blues"
"/m/0gywn","Soul music"
"/m/06cqb","Reggae"
"/m/0190y4","Dub"
"/m/01lyv","Country"
"/m/015y_n","Swing music"
"/m/0gg8l","Bluegrass"
"/m/02x8m","Funk"
"/m/02w4v","Folk music"
"/m/06j64v","Middle Eastern music"
"/m/03_d0","Jazz"
"/m/026z9","Disco"
"/m/0ggq0m","Classical music"
"/m/05lls","Opera"
"/m/02lkt","Electronic music"
"/m/03mb9","House music"
"/m/07gxw","Techno"
"/m/07s72n","Dubstep"
"/m/029h7y","Electro"
"/m/0283d","Drum and bass"
"/m/01f9gb","Oldschool jungle"
"/m/0m0jc","Electronica"
"/m/08cyft","Electronic dance music"
"/m/0fd3y","Ambient music"
"/m/052smk","Drone music"
"/m/07lnk","Trance music"
"/m/0m0fw","Noise music"
"/m/0bmfpc","UK garage"
"/m/0g293","Music of Latin America"
"/m/02ccj9","Cumbia"
"/m/0ln16","Salsa music"
"/m/0kpck","Soca music"
"/m/080nby","Kuduro"
"/m/05q7ms","Funk carioca"
"/m/0326g","Flamenco"
"/m/0155w","Blues"
"/m/05fw6t","Music for children"
"/m/02v2lh","New-age music"
"/m/0y4f8","Vocal music"
"/m/0z9c","A capella"
"/m/0164x2","Music of Africa"
"/m/0145m","Afrobeat"
"/m/022dgg","Kwaito"
"/m/02mscn","Christian music"
"/m/016cjb","Gospel music"
"/m/028sqc","Music of Asia"
"/m/015vgc","Carnatic music"
"/m/0dq0md","Music of Bollywood"
"/m/06rqw","Ska"
"/m/02p0sh1","Traditional music"
"/m/05rwpb","Independent music"
"/t/dd00027","Musical concepts"
"/m/074ft","Song"
"/m/09dsr","Melody"
"/m/05jcn","Musical note"
"/m/022c7z","Beat"
"/m/05xp3j","Drum beat"
"/m/01gp74","Chord"
"/m/0b128","Harmony"
"/m/021wwz","Bassline"
"/m/0kc2j","Loop"
"/m/03w6d1","Drone"
"/t/dd00028","Music role"
"/m/025td0t","Background music"
"/m/02cjck","Theme music"
"/m/03r5q_","Jingle (music)"
"/m/0l14gg","Soundtrack music"
"/m/07pkxdp","Lullaby"
"/m/01z7dr","Video game music"
"/m/0140xf","Christmas music"
"/m/0ggx5q","Dance music"
"/m/04wptg","Wedding music"
"/t/dd00029","Birthday music"
"/t/dd00030","Music mood"
"/t/dd00031","Happy music"
"/t/dd00032","Funny music"
"/t/dd00033","Sad music"
"/t/dd00034","Tender music"
"/t/dd00035","Exciting music"
"/t/dd00036","Angry music"
"/t/dd00037","Scary music"
"/m/059j3w","Natural sounds"
"/m/03m9d0z","Wind"
"/m/07q8f3b","Howl (wind)"
"/m/09t49","Rustling leaves"
"/t/dd00092","Wind noise (microphone)"
"/m/0jb2l","Thunderstorm"
"/m/0ngt1","Thunder"
"/m/0838f","Water"
"/m/06mb1","Rain"
"/m/07r10fb","Raindrop"
"/t/dd00038","Rain on surface"
"/m/0j6m2","Stream"
"/m/0j2kx","Waterfall"
"/m/05kq4","Ocean"
"/m/034srq","Waves, surf"
"/m/06wzb","Steam"
"/m/07swgks","Gurgling"
"/m/02_41","Fire"
"/m/07pzfmf","Crackle"
"/m/0fjy1","Wildfire"
"/t/dd00041","Sounds of things"
"/m/07yv9","Vehicle"
"/m/019jd","Boat, Water vehicle"
"/m/0hsrw","Sailboat, sailing ship"
"/m/056ks2","Rowboat, canoe, kayak"
"/m/02rlv9","Motorboat, speedboat"
"/m/06q74","Ship"
"/m/012f08","Motor vehicle (road)"
"/m/0k4j","Car"
"/m/0912c9","Vehicle horn, car horn, honking"
"/m/07qv_d5","Toot"
"/m/02mfyn","Car alarm"
"/m/04gxbd","Power windows, electric windows"
"/m/07rknqz","Skidding"
"/m/0h9mv","Tire squeal"
"/t/dd00134","Car passing by"
"/m/0ltv","Race car, auto racing"
"/m/07r04","Truck"
"/m/0gvgw0","Air brake"
"/m/05x_td","Air horn, truck horn"
"/m/02rhddq","Reversing beeps"
"/m/03cl9h","Ice cream truck, ice cream van"
"/m/01bjv","Bus"
"/m/03j1ly","Emergency vehicle"
"/m/04qvtq","Police car (siren)"
"/m/012n7d","Ambulance (siren)"
"/m/012ndj","Fire engine, fire truck (siren)"
"/m/04_sv","Motorcycle"
"/m/0btp2","Traffic noise, roadway noise"
"/m/06d_3","Rail transport"
"/m/07jdr","Train"
"/m/04zmvq","Train whistle"
"/m/0284vy3","Train horn"
"/m/01g50p","Railroad car, train wagon"
"/t/dd00048","Train wheels squealing"
"/m/0195fx","Subway, metro, underground"
"/m/0k5j","Aircraft"
"/m/014yck","Aircraft engine"
"/m/04229","Jet engine"
"/m/02l6bg","Propeller, airscrew"
"/m/09ct_","Helicopter"
"/m/0cmf2","Fixed-wing aircraft, airplane"
"/t/dd00061","Non-motorized land vehicle"
"/m/0199g","Bicycle"
"/m/06_fw","Skateboard"
"/m/02mk9","Engine"
"/t/dd00065","Light engine (high frequency)"
"/m/08j51y","Dental drill, dentist's drill"
"/m/01yg9g","Lawn mower"
"/m/01j4z9","Chainsaw"
"/t/dd00066","Medium engine (mid frequency)"
"/t/dd00067","Heavy engine (low frequency)"
"/m/01h82_","Engine knocking"
"/t/dd00130","Engine starting"
"/m/07pb8fc","Idling"
"/m/07q2z82","Accelerating, revving, vroom"
"/t/dd00071","Domestic sounds, home sounds"
"/m/02dgv","Door"
"/m/03wwcy","Doorbell"
"/m/07r67yg","Ding-dong"
"/m/02y_763","Sliding door"
"/m/07rjzl8","Slam"
"/m/07r4wb8","Knock"
"/m/07qcpgn","Tap"
"/m/07q6cd_","Squeak"
"/m/0642b4","Cupboard open or close"
"/m/0fqfqc","Drawer open or close"
"/m/04brg2","Dishes, pots, and pans"
"/m/023pjk","Cutlery, silverware"
"/m/07pn_8q","Chopping (food)"
"/m/0dxrf","Frying (food)"
"/m/0fx9l","Microwave oven"
"/m/02pjr4","Blender"
"/g/11b630rrvh","Kettle whistle"
"/m/02jz0l","Water tap, faucet"
"/m/0130jx","Sink (filling or washing)"
"/m/03dnzn","Bathtub (filling or washing)"
"/m/03wvsk","Hair dryer"
"/m/01jt3m","Toilet flush"
"/m/012xff","Toothbrush"
"/m/04fgwm","Electric toothbrush"
"/m/0d31p","Vacuum cleaner"
"/m/01s0vc","Zipper (clothing)"
"/m/0zmy2j9","Velcro, hook and loop fastener"
"/m/03v3yw","Keys jangling"
"/m/0242l","Coin (dropping)"
"/m/05mxj0q","Packing tape, duct tape"
"/m/01lsmm","Scissors"
"/m/02g901","Electric shaver, electric razor"
"/m/05rj2","Shuffling cards"
"/m/0316dw","Typing"
"/m/0c2wf","Typewriter"
"/m/01m2v","Computer keyboard"
"/m/081rb","Writing"
"/m/07pp_mv","Alarm"
"/m/07cx4","Telephone"
"/m/07pp8cl","Telephone bell ringing"
"/m/01hnzm","Ringtone"
"/m/01sb50","Cellphone buzz, vibrating alert"
"/m/02c8p","Telephone dialing, DTMF"
"/m/015jpf","Dial tone"
"/m/01z47d","Busy signal"
"/m/046dlr","Alarm clock"
"/m/03kmc9","Siren"
"/m/0dgbq","Civil defense siren"
"/m/030rvx","Buzzer"
"/m/01y3hg","Smoke detector, smoke alarm"
"/m/0c3f7m","Fire alarm"
"/m/04fq5q","Foghorn"
"/m/0l156k","Whistle"
"/m/06hck5","Steam whistle"
"/t/dd00077","Mechanisms"
"/m/02bm9n","Ratchet, pawl"
"/m/01x3z","Clock"
"/m/07qjznt","Tick"
"/m/07qjznl","Tick-tock"
"/m/0l7xg","Gears"
"/m/05zc1","Pulleys"
"/m/0llzx","Sewing machine"
"/m/02x984l","Mechanical fan"
"/m/025wky1","Air conditioning"
"/m/024dl","Cash register"
"/m/01m4t","Printer"
"/m/0dv5r","Camera"
"/m/07bjf","Single-lens reflex camera"
"/m/07k1x","Tools"
"/m/03l9g","Hammer"
"/m/03p19w","Jackhammer"
"/m/01b82r","Sawing"
"/m/02p01q","Filing (rasp)"
"/m/023vsd","Sanding"
"/m/0_ksk","Power tool"
"/m/01d380","Drill"
"/m/014zdl","Explosion"
"/m/032s66","Gunshot, gunfire"
"/m/04zjc","Machine gun"
"/m/02z32qm","Fusillade"
"/m/0_1c","Artillery fire"
"/m/073cg4","Cap gun"
"/m/0g6b5","Fireworks"
"/g/122z_qxw","Firecracker"
"/m/07qsvvw","Burst, pop"
"/m/07pxg6y","Eruption"
"/m/07qqyl4","Boom"
"/m/0193bn","Sonic boom"
"/m/083vt","Wood"
"/m/07pczhz","Chop"
"/m/07pl1bw","Splinter"
"/m/07qs1cx","Crack"
"/m/07pc8l3","Snap"
"/m/039jq","Glass"
"/m/07q7njn","Chink, clink"
"/m/07rn7sz","Shatter"
"/m/04k94","Liquid"
"/m/07rrlb6","Splash, splatter"
"/m/07p6mqd","Slosh"
"/m/07qlwh6","Squish"
"/m/07r5v4s","Drip"
"/m/07prgkl","Pour"
"/m/07pqc89","Trickle, dribble"
"/t/dd00088","Gush"
"/m/07p7b8y","Fill (with liquid)"
"/m/07qlf79","Spray"
"/m/07ptzwd","Pump (liquid)"
"/m/07ptfmf","Stir"
"/m/0dv3j","Boiling"
"/t/dd00089","Miscellaneous sources"
"/m/0790c","Sonar"
"/m/04179zz","Duck call (hunting tool)"
"/m/0dl83","Arrow"
"/m/07rqsjt","Whoosh, swoosh, swish"
"/m/07qnq_y","Thump, thud"
"/m/07rrh0c","Thunk"
"/t/dd00108","Clunk"
"/m/07pk7mg","Wobble"
"/t/dd00091","Sound equipment"
"/m/0hg7b","Microphone"
"/m/0b_fwt","Electronic tuner"
"/m/01vfsf","Guitar amplifier"
"/m/02rr_","Effects unit"
"/m/07m2kt","Chorus effect"
"/t/dd00133","Specific impact sounds"
"/m/018w8","Basketball bounce"
"/t/dd00098","Source-ambiguous sounds"
"/t/dd00099","Generic impact sounds"
"/m/07pws3f","Bang"
"/m/07ryjzk","Slap, smack"
"/m/07rdhzs","Whack, thwack"
"/m/07pjjrj","Smash, crash"
"/m/07pc8lb","Breaking"
"/m/07pqn27","Bouncing"
"/m/07rbp7_","Whip"
"/m/07pyf11","Flap"
"/t/dd00109","Surface contact"
"/m/07qb_dv","Scratch"
"/m/07qv4k0","Scrape"
"/m/07pdjhy","Rub"
"/m/07s8j8t","Roll"
"/m/07pt6mm","Grind"
"/t/dd00110","Deformable shell"
"/m/07plct2","Crushing"
"/t/dd00112","Crumpling, crinkling"
"/m/07qcx4z","Tearing"
"/m/05n1m","Onomatopoeia"
"/t/dd000138","Brief tone"
"/m/02fs_r","Beep, bleep"
"/m/07qwdck","Ping"
"/m/07phxs1","Ding"
"/m/07rv4dm","Clang"
"/m/07rpk1c","Twang"
"/m/07s02z0","Squeal"
"/m/07q8k13","Screech"
"/m/07qh7jl","Creak"
"/m/07qwyj0","Rustle"
"/m/07s34ls","Whir"
"/m/07qmpdm","Clatter"
"/m/07p9k1k","Sizzle"
"/m/07qc9xj","Clicking"
"/m/07rwm0c","Clickety-clack"
"/m/07phhsh","Rumble"
"/m/07r_r9m","Blare"
"/m/07qyrcz","Plop"
"/m/07qfgpx","Jingle, tinkle"
"/t/dd00118","Fizz"
"/m/07q34h3","Puff"
"/m/07rcgpl","Hum"
"/m/07p78v5","Zing"
"/t/dd00121","Boing"
"/m/07s12q4","Crunch"
"/m/028v0c","Silence"
"/t/dd00122","Other sourceless"
"/m/01v_m0","Sine wave"
"/m/0b9m1","Harmonic"
"/m/0hdsk","Chirp tone"
"/m/0c1dj","Sound effect"
"/m/07pt_g0","Pulse"
"/m/01fhw5","Infrasound"
"/m/017gp","Bass (frequency range)"
"/m/05szwhw","Ringing (of resonator)"
"/t/dd00123","Channel, environment and background"
"/t/dd00093","Acoustic environment"
"/t/dd00125","Inside, small room"
"/t/dd00126","Inside, large room or hall"
"/t/dd00127","Inside, public space"
"/t/dd00128","Outside, urban or manmade"
"/t/dd00129","Outside, rural or natural"
"/m/01b9nn","Reverberation"
"/m/01jnbd","Echo"
"/m/096m7z","Noise"
"/m/093_4n","Background noise"
"/m/06_y0by","Environmental noise"
"/m/09d1b1","Tape hiss"
"/m/07rgkc5","Static"
"/m/06xkwv","Mains hum"
"/m/0g12c5","Distortion"
"/m/08p9q4","Sidetone"
"/m/07szfh9","Cacophony"
"/m/0chx_","White noise"
"/m/0cj0r","Pink noise"
"/m/07p_0gm","Throbbing"
"/m/01jwx6","Vibration"
"/m/07bm98","Sound reproduction"
"/m/07c52","Television"
"/m/06bz3","Radio"
"/m/0cfpc","Loudspeaker"
"/m/01b7fy","Headphones"
"/m/025l19","Recording"
"/m/07hvw1","Field recording"
"/m/0174nj","Gramophone record"
"/m/01www","Compact disc"
"/m/04zc0","MP3"
